"key","zh-Hant","en","ja","ko","ru","vi","zh-Hans"
"C0X060","下營","Xiaying","下営","下營","下營","下營","下营"
"C0X080","佳里","Jiali","佳里","佳里","佳里","佳里","佳里"
"C0X100","臺南市北區","Beiqu Tainan City","臺南市北區","臺南市北區","臺南市北區","臺南市北區","台南市北区"
"C0X110","臺南市南區","Nanqu Tainan City","臺南市南區","臺南市南區","臺南市南區","臺南市南區","台南市南区"
"C0X120","麻豆","Madou","麻豆","麻豆","麻豆","麻豆","麻豆"
"C0X130","官田","Guantian","官田","官田","官田","官田","官田"
"C0X140","西港","Xigang","西港","西港","西港","西港","西港"
"C0X150","安定","Anding","安定","安定","安定","安定","安定"
"C0X160","仁德","Rende","仁徳","仁德","仁德","仁德","仁德"
"C0X170","關廟","Guanmiao","関廟","關廟","關廟","關廟","关庙"
"C0X180","山上","Shanshang","山上","山上","山上","山上","山上"
"C0X190","安平","Anping","安平","安平","安平","安平","安平"
"C0X200","左鎮","Zuozhen","左鎮","左鎮","左鎮","左鎮","左镇"
"C0X210","白河","Baihe","白河","白河","白河","白河","白河"
"C0X220","學甲","Xuejia","学甲","學甲","學甲","學甲","学甲"
"C0X230","鹽水","Yanshui","塩水","鹽水","鹽水","鹽水","盐水"
"C0X240","關子嶺","Guanziling","關子嶺","關子嶺","關子嶺","關子嶺","关子岭"
"C0X250","新營","Xinying","新営","新營","新營","新營","新营"
"C0X260","後壁","Houbi","後壁","後壁","後壁","後壁","后壁"
"C0X280","將軍","Jiangjun","将軍","將軍","將軍","將軍","将军"
"C0X290","北門","Beimen","北門","北門","北門","北門","北门"
"C0X300","鹿寮","Luliao","鹿寮","鹿寮","鹿寮","鹿寮","鹿寮"
"C0X320","柳營","Liuying","柳営","柳營","柳營","柳營","柳营"
"C0Z020","明里","Mingli","明里","明里","明里","明里","明里"
"C0Z050","佳心","Jiaxin","佳心","佳心","佳心","佳心","佳心"
"C0Z061","玉里","Yuli","玉里","玉里","玉里","玉里","玉里"
"C0Z070","舞鶴","Wuhe","舞鶴","舞鶴","舞鶴","舞鶴","舞鹤"
"C0Z080","富源","Fuyuan","富源","富源","富源","富源","富源"
"C0Z100","東華","Donghwa","東華","東華","東華","東華","东华"
"C0Z150","吉安光華","Guanghua Ji-An","吉安光華","吉安光華","吉安光華","吉安光華","吉安光华"
"C0Z160","鳳林","Fenglin","鳳林","鳳林","鳳林","鳳林","凤林"
"C0Z170","卓溪","Zhuoxi","卓渓","卓溪","卓溪","卓溪","卓溪"
"C0Z180","新城","Xincheng","新城","新城","新城","新城","新城"
"C0Z190","富世","Fushi","富世","富世","富世","富世","富世"
"C0Z200","萬榮","Wanrong","万栄","萬榮","萬榮","萬榮","万荣"
"C0Z210","瑞穗","Ruisui","瑞穂","瑞穗","瑞穗","瑞穗","瑞穗"
"C0Z220","和平林道","Hepinglindao","和平林道","和平林道","和平林道","和平林道","和平林道"
"C0Z230","和平","Heping","和平","和平","和平","和平","和平"
"C0Z250","瑞穗林道","Ruisuilindao","瑞穗林道","瑞穗林道","瑞穗林道","瑞穗林道","瑞穗林道"
"C0Z270","蕃薯寮","Fanshuliao","蕃薯寮","蕃薯寮","蕃薯寮","蕃薯寮","蕃薯寮"
"C0Z280","德武","Dewu","德武","德武","德武","德武","德武"
"C0Z290","赤柯山","Chikeshan","赤柯山","赤柯山","赤柯山","赤柯山","赤柯山"
"C0Z300","東里","Dongli","東里","東里","東里","東里","東里"
"C0Z310","清水斷崖","Qingshui Cliff","清水斷崖","清水斷崖","清水斷崖","清水斷崖","清水斷崖"
"C0Z320","清水林道","Qingshuilindao","清水林道","清水林道","清水林道","清水林道","清水林道"
"C0Z330","安通山","Antongshan","安通山","安通山","安通山","安通山","安通山"
"C1A630","下盆","Siapen","下盆","下盆","下盆","下盆","下盆"
"C1A750","石碇服務區","Shiding Service Area","石碇服務區","石碇服務區","石碇服務區","石碇服務區","石碇服務區"
"C1A760","坪林交控","Pinglin Traffic Control Center","坪林交控","坪林交控","坪林交控","坪林交控","坪林交控"
"C1A9N0","四十份","Sihshihfen","四十份","四十份","四十份","四十份","四十份"
"C1AC50","關渡","Guandu","關渡","關渡","關渡","關渡","关渡"
"C1AI50","國三N016K","Freeway No. 3 - Rain - N016k","國三N016K","國三N016K","國三N016K","國三N016K","國三N016K"
"C1AI60","國一39K邊坡","Freeway No. 1 - Rain – N039k","國一39K邊坡","國一39K邊坡","國一39K邊坡","國一39K邊坡","國一39K邊坡"
"C1C510","水尾","Shueiwei","水尾","水尾","水尾","水尾","水尾"
"C1D380","新埔","Sinpu","新埔","新埔","新埔","新埔","新埔"
"C1D400","鳥嘴山","Niaozueishan","鳥嘴山","鳥嘴山","鳥嘴山","鳥嘴山","鳥嘴山"
"C1D410","白蘭","Bailan","白蘭","白蘭","白蘭","白蘭","白蘭"
"C1D420","太閣南","Taigenan","太閣南","太閣南","太閣南","太閣南","太閣南"
"C1D630","飛鳳山","Fei Feng Mountain","飛鳳山","飛鳳山","飛鳳山","飛鳳山","飞凤山"
"C1D640","外坪(五指山)","Waiping(Wuzhihshan)","外坪(五指山)","外坪(五指山)","外坪(五指山)","外坪(五指山)","外坪(五指山)"
"C1E451","象鼻","Xiangbi","象鼻","象鼻","象鼻","象鼻","象鼻"
"C1E461","松安","Song-An","松安","松安","松安","松安","松安"
"C1E480","鳳美","Fongmei","鳳美","鳳美","鳳美","鳳美","凤美"
"C1E511","新開","Xinkai","新開","新開","新開","新開","新开"
"C1E601","南勢","Nanshi","南勢","南勢","南勢","南勢","南势"
"C1E670","南礦","Nankuang","南礦","南礦","南礦","南礦","南矿"
"C1E681","南勢山","Nanshishan","南勢山","南勢山","南勢山","南勢山","南势山"
"C1E691","南湖","Nanhu","南湖","南湖","南湖","南湖","南胡"
"C1E701","八卦","Bagua","八卦","八卦","八卦","八卦","八卦"
"C1E711","馬拉邦山","Malabangshan","馬拉邦山","馬拉邦山","馬拉邦山","馬拉邦山","馬拉邦山"
"C1E721","泰安","Tai-An","泰安","泰安","泰安","泰安","泰安"
"C1E770","公館","Gongguan","公館","公館","公館","公館","公馆"
"C1E890","國三N149K","Freeway No. 1 - Rain – N149k","國三N149K","國三N149K","國三N149K","國三N149K","国三N149K"
"C1E900","國一N128K","Freeway No. 1 - Rain – N128k","國一N128K","國一N128K","國一N128K","國一N128K","国一N128K"
"C1F871","上谷關","Shangguguan","上谷關","上谷關","上谷關","上谷關","上谷关"
"C1F891","稍來","Shaolai","稍來","稍來","稍來","稍來","稍来"
"C1F911","新伯公","Xinbogong","新伯公","新伯公","新伯公","新伯公","新伯公"
"C1F941","雪嶺","Xueling","雪嶺","雪嶺","雪嶺","雪嶺","雪岭"
"C1F9B1","桐林","Tonglin","桐林","桐林","桐林","桐林","桐林"
"C1F9C1","白冷","Baileng","白冷","白冷","白冷","白冷","白冷"
"C1F9D1","白毛台","Baimaotai","白毛台","白毛台","白毛台","白毛台","白毛台"
"C1F9E1","龍安","Long-An","龍安","龍安","龍安","龍安","龙安"
"C1F9F1","伯公龍","Bogonglong","伯公龍","伯公龍","伯公龍","伯公龍","伯公龙"
"C1F9G1","慶福山","Cingfushan","慶福山","慶福山","慶福山","慶福山","庆福山"
"C1F9J1","清水林","Qingshuilin","清水林","清水林","清水林","清水林","清水林"
"C1F9W0","德基","Deji","德基","德基","德基","德基","德基"
"C1G691","下水埔","Xiashuipu","下水埔","下水埔","下水埔","下水埔","下水埔"
"C1G9D0","國一S218K","Freeway No. 1 - Rain – S218k","國一S218K","國一S218K","國一S218K","國一S218K","國一S218K"
"C1H000","翠峰","Cuifeng","翠峰","翠峰","翠峰","翠峰","翠峰"
"C1H840","國三N238K","Freeway No. 3 - Rain –N238k","國三N238K","國三N238K","國三N238K","國三N238K","國三N238K"
"C1H900","清流","Qingliu","清流","清流","清流","清流","清流"
"C1H920","長豐","Changfeng","長豐","長豐","長豐","長豐","长丰"
"C1H941","雙冬","Shuangdong","雙冬","雙冬","雙冬","雙冬","双冬"
"C1H971","六分寮","Liufenliao","六分寮","六分寮","六分寮","六分寮","六分寮"
"C1H9B1","阿眉","Amei","阿眉","阿眉","阿眉","阿眉","阿眉"
"C1I020","萬大","Wanda","萬大","萬大","萬大","萬大","万大"
"C1I030","武界","Wujie","武界","武界","武界","武界","武界"
"C1I050","丹大","Danda","丹大","丹大","丹大","丹大","丹大"
"C1I070","和社","Heshe","和社","和社","和社","和社","和社"
"C1I101","溪頭","Xitou","溪頭","溪頭","溪頭","溪頭","溪头"
"C1I121","大鞍","Da-An","大鞍","大鞍","大鞍","大鞍","大鞍"
"C1I131","桶頭","Tongtou","桶頭","桶頭","桶頭","桶頭","桶头"
"C1I140","卡奈托灣","Kanaituowan","卡奈托灣","卡奈托灣","卡奈托灣","卡奈托灣","卡奈托湾"
"C1I150","青雲","Qingyun","青雲","青雲","青雲","青雲","青云"
"C1I201","中心崙","Zhongxinlun","中心崙","中心崙","中心崙","中心崙","中心仑"
"C1I211","蘆竹湳","Luzhunan","蘆竹湳","蘆竹湳","蘆竹湳","蘆竹湳","芦竹湳"
"C1I220","樟湖","Zhanghu","樟湖","樟湖","樟湖","樟湖","樟湖"
"C1I230","九份二山","Jiufen'Ershan","九份二山","九份二山","九份二山","九份二山","九份二山"
"C1I240","外大坪","Waidaping","外大坪","外大坪","外大坪","外大坪","外大坪"
"C1I250","鯉潭","Litan","鯉潭","鯉潭","鯉潭","鯉潭","鲤潭"
"C1I260","北坑","Beikeng","北坑","北坑","北坑","北坑","北坑"
"C1I280","埔中","Puzhong","埔中","埔中","埔中","埔中","埔中"
"C1I290","豐丘","Fengqiu","豐丘","豐丘","豐丘","豐丘","豐丘"
"C1I310","西巒","Xiluan","西巒","西巒","西巒","西巒","西巒"
"C1I320","奧萬大","Aowanda","奧萬大","奧萬大","奧萬大","奧萬大","奧萬大"
"C1I330","楓樹林","Fengshulin","楓樹林","楓樹林","楓樹林","楓樹林","楓樹林"
"C1I340","新興橋","Xinxingqiao","新興橋","新興橋","新興橋","新興橋","新興橋"
"C1I400","凌霄","Lingxiao","凌霄","凌霄","凌霄","凌霄","凌霄"
"C1I430","翠華","Cuihua","翠華","翠華","翠華","翠華","翠華"
"C1I440","新高口","Xingaokou","新高口","新高口","新高口","新高口","新高口"
"C1I450","望鄉山","Wangxiangshan","望鄉山","望鄉山","望鄉山","望鄉山","望鄉山"
"C1I470","杉林溪","Shanlinxi","杉林溪","杉林溪","杉林溪","杉林溪","杉林溪"
"C1I500","大尖山","Dajianshan","大尖山","大尖山","大尖山","大尖山","大尖山"
"C1I510","線浸林道","Xianjinlindao","線浸林道","線浸林道","線浸林道","線浸林道","線浸林道"
"C1I550","國六W023K","Freeway No. 6 - Rain – W023k","國六W023K","國六W023K","國六W023K","國六W023K","國六W023K"
"C1K540","口湖","Kouhu","口湖","口湖","口湖","口湖","口湖"
"C1M390","龍美","Longmei","龍美","龍美","龍美","龍美","龍美"
"C1M400","菜瓜坪","Caiguaping","菜瓜坪","菜瓜坪","菜瓜坪","菜瓜坪","菜瓜坪"
"C1M480","獨立山","Dulishan","獨立山","獨立山","獨立山","獨立山","獨立山"
"C1M600","頭凍","Toudong","頭凍","頭凍","頭凍","頭凍","頭凍"
"C1M610","石磐龍","Shipanlong","石磐龍","石磐龍","石磐龍","石磐龍","石磐龍"
"C1M640","十字","Shizi","十字","十字","十字","十字","十字"
"C1M870","國三N285K","Freeway No. 3 - Rain –N285k","國三N285K","國三N285K","國三N285K","國三N285K","國三N285K"
"C1N001","沙崙","Shalun","沙崙","沙崙","沙崙","沙崙","沙崙"
"C1O850","環湖","Huanhu","環湖","環湖","環湖","環湖","環湖"
"C1O870","大棟山","Dadongshan","大棟山","大棟山","大棟山","大棟山","大棟山"
"C1O880","關山","Guanshan","関山","關山","關山","關山","关山"
"C1O921","楠西","Nanxi","楠西","楠西","楠西","楠西","楠西"
"C1O940","東山服務區","Dongshan Service Area","東山服務區","東山服務區","東山服務區","東山服務區","東山服務區"
"C1R110","口社","Gusia","口社","口社","口社","口社","口社"
"C1R120","上德文","Shangdewun","上德文","上德文","上德文","上德文","上德文"
"C1R250","力里","Lili","力里","力里","力里","力里","力里"
"C1R290","石門山","Shihmenshan","石門山","石門山","石門山","石門山","石門山"
"C1R610","西大武山","Xidawushan","西大武山","西大武山","西大武山","西大武山","西大武山"
"C1R630","龍泉","Longquan","龍泉","龍泉","龍泉","龍泉","龍泉"
"C1S670","摩天","Motian","摩天","摩天","摩天","摩天","摩天"
"C1S800","華源","Huayuan","華源","華源","華源","華源","華源"
"C1S820","金峰","Jinfeng","金峰","金峰","金峰","金峰","金峰"
"C1S850","豐南","Funan","豐南","豐南","豐南","豐南","豐南"
"C1S860","利嘉","Lichai","利嘉","利嘉","利嘉","利嘉","利嘉"
"C1S870","南美山","Nanmaisan","南美山","南美山","南美山","南美山","南美山"
"C1S880","壽卡","Shouka","壽卡","壽卡","壽卡","壽卡","壽卡"
"C1SA50","利嘉林道","Lijialindao","利嘉林道","利嘉林道","利嘉林道","利嘉林道","利嘉林道"
"C1SA70","都蘭","Dulan","都蘭","都蘭","都蘭","都蘭","都蘭"
"C1T800","洛韶","Luoshao","洛韶","洛韶","洛韶","洛韶","洛韶"
"C1T810","慈恩","Ci-En","慈恩","慈恩","慈恩","慈恩","慈恩"
"C1T830","布洛灣","Buluowan","布洛灣","布洛灣","布洛灣","布洛灣","布洛灣"
"C1T920","中興","Zhongxing","中興","中興","中興","中興","中興"
"C1T940","大觀","Daguan","大觀","大觀","大觀","大觀","大觀"
"C1T950","太安","Tai-An","太安","太安","太安","太安","太安"
"C1T970","大農","Danong","大農","大農","大農","大農","大農"
"C1T980","龍澗","Longjian","龍澗","龍澗","龍澗","龍澗","龍澗"
"C1T990","高寮","Gaoliao","高寮","高寮","高寮","高寮","高寮"
"C1TA00","太魯閣","Taroko","太魯閣","太魯閣","太魯閣","太魯閣","太魯閣"
"C1U501","牛鬥","Nioudou","牛鬥","牛鬥","牛鬥","牛鬥","牛斗"
"C1U670","寒溪","Hanxi","寒溪","寒溪","寒溪","寒溪","寒溪"
"C1U840","東澳嶺","Dongaoling","東澳嶺","東澳嶺","東澳嶺","東澳嶺","东澳岭"
"C1U850","觀音海岸","Guanyin Coast","觀音海岸","觀音海岸","觀音海岸","觀音海岸","观音海岸"
"C1U920","思源","Siyuan","思源","思源","思源","思源","思源"
"C1U930","粉鳥林","Fenniaolin","粉鳥林","粉鳥林","粉鳥林","粉鳥林","粉鸟林"
"C1V160","達卡努瓦","Dakanuwa","達卡努瓦","達卡努瓦","達卡努瓦","達卡努瓦","达卡努瓦"
"C1V170","排雲","Paiyun","排雲","排雲","排雲","排雲","排云"
"C1V190","南天池","Nantianchi","南天池","南天池","南天池","南天池","南天池"
"C1V200","梅山","Meishan","梅山","梅山","梅山","梅山","梅山"
"C1V220","小關山","Xiaoguanshan","小關山","小關山","小關山","小關山","小关山"
"C1V231","高中","Gaozhong","高中","高中","高中","高中","高中"
"C1V300","御油山","Yuyoushan","御油山","御油山","御油山","御油山","御油山"
"C1V340","大津","Dajin","大津","大津","大津","大津","大津"
"C1V390","尖山","Jianshan","尖山","尖山","尖山","尖山","尖山"
"C1V570","吉東","Jiadong","吉東","吉東","吉東","吉東","吉东"
"C1V580","溪南(特生中心)","Xinan","溪南(特生中心)","溪南(特生中心)","溪南(特生中心)","溪南(特生中心)","溪南(特生中心)"
"C1V590","新發","Xinfa","新發","新發","新發","新發","新发"
"C1V600","藤枝","Tengzhi","藤枝","藤枝","藤枝","藤枝","藤枝"
"C1V780","多納林道","Duonalindao","多納林道","多納林道","多納林道","多納林道","多纳林道"
"C1V830","國三S383K","Freeway No. 3 - Rain – S383k","國三S383K","國三S383K","國三S383K","國三S383K","國三S383K"
"C1X040","東原","Dongyuan","東原","東原","東原","東原","东原"
"C1Z030","紅葉","Hongye","紅葉","紅葉","紅葉","紅葉","红叶"
"C1Z040","立山","Lishan","立山","立山","立山","立山","立山"
"C1Z110","三棧","Sanzhan","三棧","三棧","三棧","三棧","三栈"
"C1Z120","壽豐","Shoufeng","寿豊","壽豐","壽豐","壽豐","寿丰"
"C1Z130","銅門","Tongmen","銅門","銅門","銅門","銅門","铜门"
"C1Z140","荖溪","Laoxi","荖溪","荖溪","荖溪","荖溪","荖溪"
"C1Z240","中平林道","Zhongpinglindao","中平林道","中平林道","中平林道","中平林道","中平林道"
